btag|paths|landing|packed
7757744_389986|3|00000003:/ja/200-Exclusive-Bonus-Karpy75 00000005:/es/200-Exclusive-Bonus-Karpy75 00000016:/200-Exclusive-Bonus-Karpy75|06-01~1,1,0,0,0 05-18~1,1,0,0,0 07-09~1,0,0,0,0 06-02~1,1,0,0,0 06-18~1,1,1,0,0 07-27~2,2,1,1,0 05-21~2,2,1,0,0 07-01~1,1,0,0,0 06-25~1,1,1,1,0 07-08~1,1,0,0,0 06-20~1,1,1,0,0 08-25~1,1,0,0,0 06-06~1,1,0,0,0 05-17~1,0,0,0,0 07-25~1,1,1,0,0 07-24~1,1,0,0,0 05-28~1,1,1,0,0 06-13~2,1,1,1,0 05-20~1,1,1,0,0 06-19~3,3,3,0,0 all~24,21,12,3,1
791993_485776|3|00000001:/pt 00000002:/es 00000016:/|08-04~1,1,0,0,0 08-11~1,1,0,0,0 08-29~1,0,0,0,0 07-01~1,1,1,1,1 05-24~1,0,0,0,0 08-23~1,0,0,0,0 08-13~1,1,1,1,0 06-13~1,1,0,0,0 05-03~1,0,0,0,0 08-17~1,1,0,0,0 05-04~1,0,0,0,0 08-06~2,2,1,1,0 08-28~1,0,0,0,0 08-25~1,1,0,0,0 05-18~1,1,0,0,0 05-30~1,1,1,1,0 07-21~1,0,0,0,0 06-20~1,1,1,1,0 07-08~1,1,0,0,0 07-31~1,1,0,0,0 07-18~1,1,0,0,0 05-08~1,1,0,0,0 07-28~1,1,0,0,0 05-09~1,1,0,0,0 08-27~2,2,0,0,0 05-07~1,1,0,0,0 06-26~1,1,0,0,0 08-18~2,1,1,0,0 all~19,15,6,6,1
81770295_497246|2|00000004:/ 00000169:/es|06-13~5,5,0,0,0 06-02~2,1,1,0,0 06-28~5,2,1,0,0 06-12~12,7,0,0,0 06-10~6,5,1,0,0 06-25~4,2,2,2,1 06-06~7,4,2,1,0 08-24~1,0,0,0,0 06-18~9,5,0,0,0 06-19~17,10,1,0,0 06-14~4,3,1,1,0 06-09~3,2,0,0,0 06-03~11,6,0,0,0 all~173,89,17,8,3 06-08~9,3,0,0,0 08-25~1,0,0,0,0 06-23~5,2,0,0,0 06-11~7,3,0,0,0 06-20~12,7,1,1,0 06-05~3,2,1,0,0 06-29~4,0,0,0,0 06-24~6,3,2,1,1 06-17~1,0,0,0,0 08-29~1,0,0,0,0 07-21~1,1,1,1,1 06-27~3,1,0,0,0 06-22~2,0,0,0,0 07-01~6,4,0,0,0 06-07~7,1,0,0,0 07-02~5,2,0,0,0 06-16~3,0,0,0,0 06-04~3,2,0,0,0 06-30~3,0,0,0,0 06-21~8,5,2,1,0 06-15~5,5,1,0,0
830116_412788|7|00000002:/it/Exclusive-100-Free-Spins-830116 00000002:/pt/Exclusive-100-Free-Spins-830116 00000004:/no/Exclusive-100-Free-Spins-830116 00000006:/fr/Exclusive-100-Free-Spins-830116 00000007:/es/Exclusive-100-Free-Spins-830116 00000047:/de/Exclusive-100-Free-Spins-830116 00000414:/Exclusive-100-Free-Spins-830116|06-07~14,12,9,1,0 05-23~11,8,6,3,0 05-29~10,9,8,2,0 05-12~14,14,0,0,0 05-13~11,10,3,1,0 05-15~8,8,4,2,0 05-05~15,14,0,0,0 05-08~10,10,0,0,0 05-19~11,9,6,2,0 05-04~22,19,0,0,0 06-04~12,9,7,4,0 05-14~13,12,7,3,0 06-09~21,18,13,5,0 05-25~19,18,11,3,0 05-07~16,15,0,0,0 06-06~24,21,17,2,0 05-22~11,10,6,2,0 05-20~11,11,7,2,0 05-16~12,10,5,0,0 06-10~14,10,7,1,0 05-03~15,14,0,0,0 06-03~9,6,5,0,0 05-18~11,10,7,3,0 06-02~18,16,10,1,0 05-24~17,17,8,2,0 05-28~12,10,7,2,0 06-08~11,7,5,1,0 05-01~6,6,0,0,0 05-27~12,10,9,0,0 06-11~7,7,5,1,0 05-17~19,19,13,6,0 06-01~9,9,7,1,0 05-11~8,7,0,0,0 05-09~14,14,0,0,0 05-26~14,12,8,1,0 05-31~10,9,7,3,0 05-06~8,8,0,0,0 05-21~10,9,6,2,0 06-05~11,11,6,5,0 05-10~11,8,0,0,0 05-02~8,8,0,0,0 05-30~11,10,9,0,0 all~482,459,227,76,1
839237_112672|3|00000001:/it 00000002:/de 00000036:/|05-20~1,1,1,0,0 06-03~1,0,0,0,0 06-05~1,1,1,1,1 05-24~3,2,1,0,0 08-02~1,0,0,0,0 06-14~2,1,1,0,0 06-08~1,0,0,0,0 05-04~1,0,0,0,0 08-27~1,0,0,0,0 06-19~1,1,1,0,0 05-14~2,0,0,0,0 06-30~2,0,0,0,0 05-27~1,0,0,0,0 08-03~2,1,0,0,0 05-16~1,1,1,1,0 05-01~1,0,0,0,0 07-29~1,1,1,0,0 05-23~1,0,0,0,0 07-11~1,1,1,1,0 06-27~1,1,1,1,0 08-08~1,0,0,0,0 05-30~1,0,0,0,0 07-26~1,0,0,0,0 06-06~1,0,0,0,0 05-25~1,0,0,0,0 05-19~1,0,0,0,0 06-13~1,0,0,0,0 06-23~1,0,0,0,0 05-08~3,1,0,0,0 06-29~1,1,1,1,0 07-21~1,0,0,0,0 05-21~1,0,0,0,0 all~39,14,10,5,1
839237_53194|3|00000001:/de 00000001:/fr 00000025:/|07-12~1,1,1,0,0 08-02~1,1,1,1,0 08-21~1,0,0,0,0 07-25~1,1,1,0,0 08-22~1,0,0,0,0 07-14~2,1,1,0,0 08-01~2,2,1,0,0 08-18~1,0,0,0,0 07-22~1,0,0,0,0 06-29~1,0,0,0,0 07-08~2,0,0,0,0 08-26~2,1,1,0,0 07-15~1,1,1,0,0 08-03~1,1,1,0,0 08-12~1,0,0,0,0 05-09~1,0,0,0,0 06-27~1,0,0,0,0 07-30~1,1,1,0,0 06-25~1,0,0,0,0 05-14~1,0,0,0,0 07-13~1,0,0,0,0 08-14~1,0,0,0,0 07-04~1,1,1,0,0 07-19~1,0,0,0,0 08-10~1,1,1,0,0 all~27,13,12,1,0
846258_487930|2|00000001:/de/150-BONUS-UP-TO-2000-EUR-50-Free-Spins 00000009:/150-BONUS-UP-TO-2000-EUR-50-Free-Spins|all~10,10,4,1,0 06-08~3,3,0,0,0 05-25~2,1,1,1,0 05-01~1,1,0,0,0 06-09~1,1,1,0,0 05-07~1,1,0,0,0 06-02~1,1,0,0,0 06-05~4,2,0,0,0
846258_498158|1|00000011:/casino-promocode|06-09~3,3,2,1,0 08-09~1,0,0,0,0 06-20~1,1,0,0,0 07-03~2,1,1,0,0 07-14~1,1,1,0,0 06-30~1,1,1,0,0 06-27~1,1,1,1,0 06-17~1,0,0,0,0 08-08~1,1,0,0,0 08-03~1,1,1,1,0 07-22~1,1,1,0,0 06-16~1,0,0,0,0 08-10~1,0,0,0,0 06-12~2,2,1,0,0 07-02~1,1,0,0,0 all~11,9,7,3,0
848232_32979|8|00000003:/el 00000003:/it 00000003:/no 00000003:/pt 00000005:/fr 00000007:/es 00000014:/de 00000400:/|08-07~7,5,3,0,0 05-23~8,5,4,1,0 07-17~2,2,1,1,0 08-22~3,0,0,0,0 06-06~9,6,6,2,0 05-03~1,1,0,0,0 08-21~5,4,2,1,0 05-13~3,1,1,0,0 06-04~6,2,1,0,0 05-27~4,3,2,0,0 05-18~8,5,5,3,0 06-12~6,4,2,2,1 07-20~1,1,1,1,0 08-03~1,1,1,0,0 05-04~3,1,0,0,0 08-01~3,2,1,1,0 07-04~2,2,2,0,0 08-08~3,1,0,0,0 05-12~3,1,0,0,0 07-14~2,2,2,0,0 05-28~13,8,8,1,0 06-09~9,8,7,1,0 05-11~2,1,0,0,0 07-02~4,3,3,2,0 06-23~6,5,4,0,0 06-14~7,4,2,1,0 05-10~3,2,0,0,0 07-08~6,6,6,4,0 05-06~2,1,0,0,0 06-17~7,6,5,2,0 08-29~2,1,1,0,0 07-03~5,2,2,1,0 05-07~4,3,0,0,0 07-19~2,2,2,1,0 08-27~4,3,3,1,0 06-19~6,3,2,0,0 08-24~4,3,2,1,0 06-03~13,8,7,3,0 05-17~3,2,1,0,0 05-16~4,3,3,1,0 05-30~9,5,5,0,0 05-24~6,4,4,1,0 08-10~4,2,2,0,0 07-16~5,3,2,1,0 07-27~2,0,0,0,0 08-23~1,0,0,0,0 08-15~2,2,1,1,0 07-30~2,2,2,1,0 05-05~1,1,0,0,0 08-05~5,2,1,1,0 05-21~4,2,2,0,0 07-07~8,5,4,0,0 05-02~2,1,0,0,0 06-22~3,2,2,0,0 07-21~2,2,1,0,0 08-25~1,1,0,0,0 06-08~8,7,6,2,0 07-13~4,3,3,1,0 06-01~7,3,2,2,0 07-23~3,2,2,0,0 05-20~6,5,4,1,0 07-24~1,0,0,0,0 06-07~8,4,4,1,0 07-12~4,1,1,0,0 05-09~3,1,0,0,0 06-24~6,4,4,1,0 06-29~4,2,2,1,0 08-17~4,4,3,1,0 06-13~7,5,5,2,0 05-14~4,3,3,1,0 07-25~1,0,0,0,0 08-02~3,3,3,2,0 07-18~3,1,1,1,0 05-19~2,2,2,0,0 06-05~9,5,5,1,0 08-06~9,8,8,2,0 08-12~2,1,1,0,0 06-21~5,3,3,1,0 07-01~8,5,3,1,0 07-29~1,1,1,0,0 06-02~10,8,8,3,0 05-29~4,2,2,1,0 07-11~3,3,3,0,0 05-08~3,1,0,0,0 08-16~1,1,0,0,0 06-28~2,1,1,0,0 08-28~1,1,0,0,0 06-16~5,5,4,1,0 05-26~5,3,3,2,0 07-10~2,0,0,0,0 08-04~2,1,1,1,0 08-11~1,0,0,0,0 05-31~11,5,5,1,0 05-01~2,2,0,0,0 06-11~6,4,4,2,0 06-10~9,5,5,2,0 06-30~11,7,7,4,0 06-20~8,6,6,3,0 08-13~6,5,4,1,0 07-31~2,2,2,0,0 08-20~2,1,0,0,0 07-05~3,1,1,1,0 07-06~7,3,1,0,0 06-26~2,1,1,0,0 08-18~3,3,2,1,0 08-14~5,1,1,1,0 08-19~1,0,0,0,0 06-27~2,0,0,0,0 07-22~3,3,3,1,0 08-09~7,4,3,1,0 07-26~4,4,3,1,0 06-18~7,4,4,3,0 08-26~1,1,1,1,0 06-15~10,7,7,3,0 06-25~9,6,5,2,0 05-22~6,3,2,1,0 05-25~3,2,1,1,0 all~438,327,272,113,1
8580080_482180|5|00000002:/el/promotions/welcome-bonus 00000002:/pt/promotions/welcome-bonus 00000003:/es/promotions/welcome-bonus 00000008:/de/promotions/welcome-bonus 00000096:/promotions/welcome-bonus|05-16~2,1,1,0,0 06-19~1,0,0,0,0 08-27~2,2,1,0,0 08-29~2,1,0,0,0 06-17~1,0,0,0,0 07-03~1,1,1,1,0 07-08~2,0,0,0,0 08-12~1,0,0,0,0 06-21~1,0,0,0,0 08-02~2,1,1,0,0 06-14~1,1,1,0,0 07-04~1,1,1,0,0 05-21~5,2,2,1,0 05-12~5,1,0,0,0 05-10~2,0,0,0,0 05-25~1,1,1,1,0 08-24~1,0,0,0,0 06-07~1,0,0,0,0 05-26~1,0,0,0,0 08-17~1,0,0,0,0 06-29~1,0,0,0,0 05-24~1,1,0,0,0 06-28~1,0,0,0,0 08-16~2,1,1,0,0 06-25~1,0,0,0,0 06-02~1,0,0,0,0 08-06~2,0,0,0,0 08-07~1,1,0,0,0 08-21~1,0,0,0,0 05-11~2,1,0,0,0 05-01~2,1,0,0,0 07-12~2,1,0,0,0 05-04~6,2,0,0,0 08-04~1,1,0,0,0 05-14~1,0,0,0,0 07-29~1,1,1,1,0 07-20~1,0,0,0,0 08-13~1,0,0,0,0 06-11~2,1,1,0,0 05-27~2,0,0,0,0 08-26~1,0,0,0,0 07-05~3,2,2,1,0 05-28~1,0,0,0,0 08-23~1,0,0,0,0 06-26~1,0,0,0,0 05-06~5,2,0,0,0 08-22~1,1,1,0,0 07-17~2,2,1,1,0 08-28~2,0,0,0,0 07-30~2,1,0,0,0 05-13~2,2,0,0,0 05-17~2,1,1,1,0 05-03~2,2,0,0,0 07-18~2,2,1,1,0 07-07~1,1,1,0,0 07-28~1,0,0,0,0 05-07~3,2,0,0,0 07-19~1,1,1,1,0 05-15~2,0,0,0,0 08-10~1,0,0,0,0 07-22~2,1,1,0,0 05-02~1,0,0,0,0 06-05~1,0,0,0,0 07-06~1,1,1,0,0 05-31~2,0,0,0,0 05-22~1,0,0,0,0 05-09~5,2,0,0,0 05-05~2,1,0,0,0 05-08~1,0,0,0,0 05-18~2,0,0,0,0 all~111,46,22,10,0
85845583_383562|1|00000004:/200-Exclusive-Bonus-casinorankNL|05-22~1,1,1,0,0 05-30~1,1,0,0,0 05-21~2,2,2,1,0 all~4,4,3,1,0
86046786_483549|1|00000038:/de/promotions/welcome-bonus|08-09~1,0,0,0,0 07-03~1,0,0,0,0 08-07~1,0,0,0,0 06-02~1,0,0,0,0 05-05~2,0,0,0,0 07-19~1,0,0,0,0 08-18~1,0,0,0,0 08-27~1,0,0,0,0 05-13~2,1,0,0,0 06-05~1,0,0,0,0 08-10~1,0,0,0,0 08-14~1,0,0,0,0 06-10~1,0,0,0,0 05-15~1,0,0,0,0 06-07~2,0,0,0,0 05-16~2,0,0,0,0 06-06~1,0,0,0,0 08-12~2,1,0,0,0 08-28~1,0,0,0,0 08-29~1,0,0,0,0 06-17~2,1,1,1,0 06-03~2,0,0,0,0 05-30~1,0,0,0,0 08-13~1,0,0,0,0 05-09~2,0,0,0,0 08-08~1,0,0,0,0 06-21~1,0,0,0,0 06-08~1,0,0,0,0 05-28~1,0,0,0,0 05-12~2,1,0,0,0 06-15~1,0,0,0,0 08-06~1,1,1,1,1 08-26~1,0,0,0,0 07-10~1,0,0,0,0 05-03~1,0,0,0,0 05-29~1,0,0,0,0 05-17~1,1,0,0,0 08-19~1,0,0,0,0 08-25~1,0,0,0,0 08-20~1,0,0,0,0 07-17~1,0,0,0,0 08-11~2,0,0,0,0 05-11~1,0,0,0,0 05-31~2,0,0,0,0 05-21~1,0,0,0,0 08-15~1,0,0,0,0 06-01~2,0,0,0,0 05-19~1,0,0,0,0 05-24~1,0,0,0,0 all~38,8,3,2,1
86046786_501383|7|00000001:/fr/sport-promocode 00000001:/it/sport-promocode 00000002:/es/sport-promocode 00000002:/no/sport-promocode 00000008:/pt/sport-promocode 00000103:/de/sport-promocode 00000557:/sport-promocode|07-28~11,10,6,4,0 08-01~7,7,7,3,0 08-07~10,9,9,3,0 08-05~18,18,9,4,0 07-23~12,12,7,2,0 08-13~15,15,7,5,0 07-08~3,3,0,0,0 08-08~10,10,4,2,0 08-22~21,20,9,5,0 08-15~29,28,11,6,1 07-14~1,0,0,0,0 07-24~13,13,7,4,0 08-16~29,28,13,7,0 07-26~15,15,8,5,0 08-18~13,13,5,3,0 07-17~2,1,0,0,0 08-02~13,13,7,1,0 07-29~14,13,6,1,0 07-18~2,2,0,0,0 08-23~33,31,6,4,0 08-09~27,25,9,3,0 07-15~2,2,2,1,0 07-30~6,6,2,1,0 07-10~1,1,0,0,0 07-25~14,13,7,1,0 08-06~13,13,6,4,0 08-25~41,28,5,1,0 08-28~6,5,3,2,0 07-31~11,11,6,3,0 08-12~14,14,5,2,0 07-22~3,3,0,0,0 07-27~10,10,7,4,0 08-04~17,17,11,7,0 08-20~32,31,11,4,0 08-03~16,15,7,3,1 08-29~4,4,2,0,0 08-17~20,18,5,2,0 07-06~1,1,0,0,0 08-10~38,26,5,2,0 08-11~14,14,7,4,0 08-21~20,18,8,2,0 08-27~10,9,7,2,0 08-26~41,34,5,2,0 07-09~1,1,0,0,0 08-19~29,26,8,4,0 08-14~8,8,6,3,1 08-24~26,19,5,3,0 all~674,616,259,122,4
86046786_503972|4|00000001:/no/casino-promocode 00000001:/pt/casino-promocode 00000005:/de/casino-promocode 00000013:/casino-promocode|08-14~2,2,0,0,0 08-15~1,1,0,0,0 08-13~2,2,0,0,0 08-24~4,4,2,1,0 08-19~1,1,1,1,0 08-05~2,2,1,0,0 08-28~1,0,0,0,0 08-29~2,0,0,0,0 08-11~1,1,1,1,1 08-17~1,1,0,0,0 07-29~1,1,0,0,0 08-16~1,1,0,0,0 08-18~5,5,3,1,0 all~20,17,7,4,1
86287309_390209|2|00000001:/es/200-Exclusive-Bonus-VRS_Crypto 00000010:/200-Exclusive-Bonus-VRS_Crypto|07-10~1,1,1,0,0 06-22~1,0,0,0,0 05-23~1,1,1,1,0 08-06~1,1,0,0,0 08-14~1,1,0,0,0 06-26~1,1,0,0,0 07-07~1,1,1,1,0 06-19~1,1,1,1,0 05-22~1,0,0,0,0 08-16~1,1,0,0,0 07-04~1,1,0,0,0 all~11,9,4,3,0
865322_424088|10|00000001:/no 00000001:/pt 00000001:/tr 00000003:/it 00000005:/fr 00000010:/de 00000017:/es 00000602:/|08-27~6,0,0,0,0 06-19~12,6,6,1,0 05-20~13,5,4,2,0 05-05~20,11,0,0,0 07-12~2,0,0,0,0 05-22~7,3,3,1,0 08-04~4,3,1,1,1 07-08~3,2,0,0,0 05-23~9,6,5,2,0 05-29~11,5,3,1,0 06-23~9,6,6,1,0 07-11~3,1,1,1,0 05-16~13,12,10,4,0 06-12~13,5,4,1,0 05-02~6,4,0,0,0 05-07~8,4,0,0,0 06-10~7,6,5,1,0 08-10~2,2,2,1,0 05-25~12,7,7,1,0 06-11~8,5,5,1,0 08-07~2,1,0,0,0 07-31~1,0,0,0,0 08-08~3,2,2,1,0 07-04~2,0,0,0,0 05-15~11,8,8,2,0 08-24~1,0,0,0,0 05-21~10,5,5,0,0 06-03~11,6,6,3,0 07-07~1,0,0,0,0 06-25~10,7,4,1,0 06-06~12,9,7,2,0 06-15~12,8,7,2,0 05-04~10,8,0,0,0 07-19~2,0,0,0,0 07-05~1,1,1,0,0 06-17~13,7,6,2,0 08-29~1,0,0,0,0 07-17~3,2,0,0,0 07-14~1,0,0,0,0 06-26~7,4,3,1,0 08-18~3,2,1,1,0 05-13~7,3,1,0,0 08-03~3,1,0,0,0 07-30~2,0,0,0,0 07-20~1,0,0,0,0 05-19~8,5,5,2,0 06-18~8,6,5,2,0 06-29~8,4,4,2,0 08-17~3,0,0,0,0 07-13~3,2,2,1,0 06-22~12,9,5,1,0 07-25~1,1,1,1,0 05-08~20,17,0,0,0 06-09~9,7,6,1,0 05-01~11,8,0,0,0 06-05~9,4,4,3,0 05-30~9,4,3,1,0 07-02~3,1,1,1,1 06-02~7,4,3,0,0 06-07~8,7,4,1,0 08-11~2,0,0,0,0 07-15~3,0,0,0,0 07-06~4,0,0,0,0 08-23~3,2,1,1,0 06-24~6,4,4,3,0 06-01~12,10,8,1,0 08-13~1,0,0,0,0 05-24~9,6,6,2,0 06-30~6,6,5,1,0 06-21~8,6,5,3,0 06-14~15,12,10,2,0 07-09~1,0,0,0,0 05-14~5,4,2,0,0 05-06~11,6,0,0,0 08-22~3,0,0,0,0 07-27~2,1,1,0,0 05-31~10,8,8,3,0 05-28~11,9,6,1,0 06-13~20,16,15,6,0 05-11~15,10,0,0,0 08-15~3,1,0,0,0 08-28~3,0,0,0,0 06-16~13,8,8,3,0 07-22~2,0,0,0,0 08-19~2,1,1,1,0 06-27~5,4,3,2,0 05-26~10,8,7,1,0 07-01~9,6,5,2,0 05-09~13,7,0,0,0 05-12~17,9,0,0,0 05-17~11,4,4,0,0 07-26~2,1,1,1,0 06-20~11,7,7,1,0 08-20~2,2,1,0,0 08-09~1,0,0,0,0 07-21~2,0,0,0,0 05-18~18,10,7,2,0 05-03~18,13,0,0,0 06-04~7,4,3,1,0 08-25~1,0,0,0,0 05-27~8,6,6,1,0 07-10~2,1,0,0,0 07-03~7,2,2,2,1 06-08~13,11,10,4,0 05-10~13,9,0,0,0 07-28~3,2,2,1,0 07-24~1,0,0,0,0 07-29~1,0,0,0,0 08-12~2,1,0,0,0 08-02~2,0,0,0,0 06-28~11,5,5,3,0 08-06~7,3,1,1,0 07-16~1,0,0,0,0 all~642,456,298,121,7
88809201_428652|3|00000001:/it/150-Bonus-300-Free-Spins-88809201 00000001:/ja/150-Bonus-300-Free-Spins-88809201 00000013:/150-Bonus-300-Free-Spins-88809201|07-26~1,1,1,0,0 05-21~1,1,0,0,0 05-30~1,1,0,0,0 06-12~1,1,0,0,0 06-04~1,1,0,0,0 06-03~1,0,0,0,0 08-24~1,1,0,0,0 05-13~1,1,0,0,0 05-26~1,1,0,0,0 08-22~1,1,1,1,0 06-17~1,1,1,0,0 08-12~1,1,1,1,1 05-10~2,2,0,0,0 08-01~1,1,1,0,0 all~15,14,5,2,1
90589070_505575|2|00000007:/casino-promocode 00000653:/de/casino-promocode|08-22~45,44,1,1,1 08-19~55,55,2,1,1 08-23~46,45,3,1,1 08-21~42,40,2,0,0 08-14~8,8,6,2,2 08-29~43,43,5,2,2 08-28~41,39,4,1,1 08-25~52,51,2,0,0 08-20~42,42,3,0,0 08-11~2,2,1,0,0 08-18~53,52,2,1,1 08-15~83,83,3,0,0 08-26~41,41,3,2,2 08-16~45,44,2,0,0 08-13~2,2,0,0,0 08-27~42,42,2,1,1 08-24~58,58,2,1,1 all~660,655,43,14,14
93729810_435474|6|00000001:/es/Get-150-Deposit-Bonus-300-Free-Spins-A 00000001:/ja/Get-150-Deposit-Bonus-300-Free-Spins-A 00000001:/pt/Get-150-Deposit-Bonus-300-Free-Spins-A 00000002:/fr/Get-150-Deposit-Bonus-300-Free-Spins-A 00000004:/de/Get-150-Deposit-Bonus-300-Free-Spins-A 00000031:/Get-150-Deposit-Bonus-300-Free-Spins-A|05-02~1,1,0,0,0 05-13~1,1,0,0,0 05-03~3,3,0,0,0 05-28~1,1,0,0,0 05-17~1,0,0,0,0 05-27~1,1,0,0,0 06-06~1,1,0,0,0 05-09~6,6,0,0,0 06-04~1,1,0,0,0 05-22~1,1,0,0,0 05-18~1,1,0,0,0 05-12~1,1,0,0,0 05-31~2,2,0,0,0 05-14~4,3,1,1,0 06-03~1,1,0,0,0 05-23~1,1,0,0,0 06-08~1,1,0,0,0 05-06~1,1,0,0,0 05-16~2,2,1,1,1 05-11~1,1,0,0,0 05-26~1,1,0,0,0 05-07~1,1,0,0,0 05-29~1,1,0,0,0 05-15~1,1,0,0,0 05-10~1,0,0,0,0 05-21~1,1,0,0,0 05-25~3,3,1,1,1 05-30~1,1,0,0,0 all~40,39,3,3,2
94406426_461967|5|00000001:/de/Get-150-Deposit-Bonus-300-Free-Spins-A 00000002:/es/Get-150-Deposit-Bonus-300-Free-Spins-A 00000003:/fr/Get-150-Deposit-Bonus-300-Free-Spins-A 00000006:/pt/Get-150-Deposit-Bonus-300-Free-Spins-A 00000040:/Get-150-Deposit-Bonus-300-Free-Spins-A|05-25~2,2,1,1,0 06-01~2,2,0,0,0 05-04~1,1,0,0,0 05-06~1,1,0,0,0 05-30~4,4,1,0,0 05-20~2,2,0,0,0 06-09~6,6,2,2,0 05-07~2,2,0,0,0 05-17~2,2,1,1,0 05-24~1,1,0,0,0 05-12~1,1,0,0,0 05-02~3,3,0,0,0 06-04~4,4,1,1,0 06-07~1,1,0,0,0 05-08~2,2,0,0,0 05-22~2,2,0,0,0 05-31~2,2,1,0,0 06-03~2,2,1,1,0 06-05~2,2,0,0,0 05-18~1,1,0,0,0 07-20~1,1,0,0,0 05-11~1,1,0,0,0 07-08~1,1,0,0,0 05-29~1,1,0,0,0 05-09~2,2,0,0,0 05-19~1,1,0,0,0 05-27~1,1,0,0,0 06-06~3,3,1,1,0 05-21~1,1,0,0,0 all~52,52,9,7,0
95300032_431220|2|00000002:/de/Exclusive-120-Free-Spins-95300032 00000008:/Exclusive-120-Free-Spins-95300032|06-07~1,0,0,0,0 05-16~1,0,0,0,0 05-03~1,1,0,0,0 05-29~1,1,1,0,0 05-21~1,0,0,0,0 05-31~1,1,1,0,0 05-08~1,1,0,0,0 05-07~3,1,0,0,0 05-20~2,2,2,0,0 all~10,7,4,1,0
95416146_431721|3|00000001:/fr/Exclusive-120-Free-Spins-95416146 00000012:/Exclusive-120-Free-Spins-95416146 00000027:/es/Exclusive-120-Free-Spins-95416146|05-03~1,0,0,0,0 08-04~1,0,0,0,0 05-02~4,1,0,0,0 05-29~1,0,0,0,0 05-16~1,1,0,0,0 07-11~1,1,1,1,0 08-24~3,1,1,0,0 06-05~1,1,0,0,0 05-09~1,0,0,0,0 06-17~1,1,1,1,0 07-26~1,0,0,0,0 06-13~2,2,0,0,0 07-22~2,1,1,1,0 07-31~1,1,1,0,0 05-01~2,1,0,0,0 05-30~1,0,0,0,0 07-07~1,1,0,0,0 07-14~2,2,0,0,0 06-27~1,1,1,1,0 08-19~1,1,1,1,0 08-23~1,1,1,0,0 07-16~1,0,0,0,0 06-22~1,1,0,0,0 08-11~1,0,0,0,0 06-01~1,0,0,0,0 05-10~1,0,0,0,0 06-26~2,0,0,0,0 06-18~1,1,1,0,0 05-28~1,0,0,0,0 08-21~1,1,0,0,0 08-20~1,1,1,1,0 07-04~1,0,0,0,0 08-02~1,1,1,1,0 05-05~1,0,0,0,0 08-28~1,0,0,0,0 all~40,22,11,7,0
95416157_431722|2|00000004:/Exclusive-120-Free-Spins-95416157 00000014:/ja/Exclusive-120-Free-Spins-95416157|05-17~1,1,1,0,0 05-02~1,1,0,0,0 05-09~1,1,0,0,0 05-22~1,0,0,0,0 06-19~2,2,1,0,0 06-05~1,0,0,0,0 all~18,12,5,1,0 05-13~1,0,0,0,0 05-10~1,1,0,0,0 05-08~1,1,0,0,0 05-16~1,1,1,0,0 05-19~1,0,0,0,0 08-11~1,1,1,0,0 08-01~1,0,0,0,0 05-07~4,3,0,0,0
95633118_433604|5|00000002:/de/Exclusive-120-Free-Spins-A 00000002:/fr/Exclusive-120-Free-Spins-A 00000003:/pt/Exclusive-120-Free-Spins-A 00000005:/es/Exclusive-120-Free-Spins-A 00000027:/Exclusive-120-Free-Spins-A|07-15~1,0,0,0,0 05-24~2,1,1,1,0 05-29~2,1,1,0,0 05-06~4,3,0,0,0 05-04~2,1,0,0,0 05-31~3,2,2,0,0 06-10~1,1,1,1,0 05-30~2,1,1,1,0 05-22~1,0,0,0,0 05-21~3,2,2,0,0 05-08~1,0,0,0,0 05-26~1,1,1,0,0 05-10~1,1,0,0,0 05-20~1,1,1,1,0 06-01~3,1,1,1,0 06-09~2,1,1,0,0 05-12~2,2,0,0,0 06-08~1,1,1,0,0 05-07~2,0,0,0,0 05-17~2,0,0,0,0 05-13~2,2,1,1,0 05-01~1,1,0,0,0 05-14~2,1,1,1,0 05-16~2,1,1,1,1 06-04~1,0,0,0,0 05-23~1,0,0,0,0 all~39,26,16,8,1
96679545_441927|2|00000003:/Get-150-Deposit-Bonus-300-Free-Spins-A 00000017:/ja/Get-150-Deposit-Bonus-300-Free-Spins-A|05-18~1,1,1,1,0 05-31~1,1,0,0,0 05-12~1,1,0,0,0 05-11~1,1,0,0,0 05-01~1,1,0,0,0 05-26~1,1,0,0,0 05-13~1,0,0,0,0 05-14~1,1,1,0,0 05-24~1,1,0,0,0 06-05~1,1,0,0,0 05-02~2,2,0,0,0 05-27~1,1,1,1,0 06-07~2,2,2,1,0 05-16~1,1,1,1,0 06-08~5,4,4,3,0 06-03~1,1,1,0,0 all~20,19,11,8,0
